date_and_time,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
3/1/2013 0:00,0.006024096,0.172689358,0.297909408,0.646748682,0.255485893,0
3/1/2013 1:00,0.008032129,0.183869231,0.290940767,0.655536028,0.250783699,0
3/1/2013 2:00,0.00502008,0.164304453,0.282229965,0.659050967,0.244514107,0
3/1/2013 4:00,0.00502008,0.10002018,0.277003484,0.685413005,0.213166144,0
3/1/2013 5:00,0.007028112,0.178279294,0.264808362,0.695957821,0.222570533,0
3/1/2013 6:00,0.00502008,0.169894389,0.25087108,0.708260105,0.235109718,0
3/1/2013 7:00,0.00502008,0.150329611,0.278745645,0.731107206,0.24137931,0
3/1/2013 8:00,0,0.139149737,0.299651568,0.741652021,0.249216301,0
3/1/2013 9:00,0,0.155919547,0.318815331,0.74340949,0.244514107,0
3/1/2013 10:00,0,0.169894389,0.329268293,0.741652021,0.221003135,0
3/1/2013 11:00,0,0.172689358,0.346689895,0.739894552,0.222570533,0
3/1/2013 12:00,0,0.1866642,0.37456446,0.724077329,0.230407524,0
3/1/2013 13:00,0,0.195049105,0.388501742,0.704745167,0.239811912,0
3/1/2013 14:00,0,0.200639042,0.407665505,0.699472759,0.24137931,0
3/1/2013 15:00,0.009036145,0.20343401,0.398954704,0.695957821,0.247648903,0
3/1/2013 16:00,0.008032129,0.200639042,0.395470383,0.695957821,0.25862069,0
3/1/2013 17:00,0.010040161,0.1866642,0.385017422,0.706502636,0.250783699,0
3/1/2013 18:00,0.007028112,0.161509484,0.364111498,0.725834798,0.247648903,0
3/1/2013 19:00,0.007028112,0.139149737,0.348432056,0.739894552,0.257053292,0
3/1/2013 20:00,0.008032129,0.130764832,0.337979094,0.757469244,0.25862069,0
3/1/2013 21:00,0.007028112,0.122379927,0.331010453,0.775043937,0.272727273,0
3/1/2013 22:00,0.007028112,0.094430243,0.327526132,0.780316344,0.269592476,0
3/1/2013 23:00,0.012048193,0.086045338,0.31010453,0.782073814,0.264890282,0
3/2/2013 0:00,0.002008032,0.108405085,0.301393728,0.792618629,0.26645768,0
3/2/2013 1:00,0,0.111200053,0.287456446,0.792618629,0.278996865,0
3/2/2013 2:00,0,0.122379927,0.271777003,0.782073814,0.286833856,0
3/2/2013 3:00,0,0.119584958,0.242160279,0.783831283,0.319749216,0
3/2/2013 4:00,0,0.113995022,0.25087108,0.785588752,0.310344828,0
3/2/2013 5:00,0.00502008,0.158714516,0.271777003,0.775043937,0.272727273,0
3/2/2013 6:00,0.00502008,0.102815148,0.271777003,0.762741652,0.272727273,0
3/2/2013 7:00,0,0.021761065,0.273519164,0.775043937,0.300940439,0
3/2/2013 8:00,0.001004016,0.04691578,0.292682927,0.76801406,0.289968652,0
3/2/2013 9:00,0.001004016,0.063685591,0.31184669,0.769771529,0.289968652,0
3/2/2013 10:00,0.002008032,0.055300685,0.325783972,0.760984183,0.285266458,0
3/2/2013 11:00,0.010040161,0.041325844,0.336236934,0.74516696,0.275862069,0
3/2/2013 12:00,0.014056225,0.080455401,0.350174216,0.722319859,0.277429467,0
3/2/2013 13:00,0.021084337,0.119584958,0.365853659,0.69771529,0.289968652,0
3/2/2013 14:00,0.015060241,0.122379927,0.364111498,0.685413005,0.297805643,0
3/2/2013 15:00,0.031124498,0.111200053,0.360627178,0.67486819,0.304075235,0
3/2/2013 16:00,0.039156627,0.105610116,0.358885017,0.662565905,0.318181818,0
3/2/2013 17:00,0.053212851,0.102815148,0.346689895,0.660808436,0.332288401,0
3/2/2013 18:00,0.053212851,0.086045338,0.337979094,0.657293497,0.338557994,0
3/2/2013 19:00,0.06124498,0.038530875,0.303135889,0.65202109,0.352664577,0
3/2/2013 20:00,0.069277108,0.004991255,0.289198606,0.653778559,0.380877743,0
3/2/2013 21:00,0.085341365,0.004991255,0.290940767,0.644991213,0.382445141,0
3/2/2013 22:00,0.098393574,0.004991255,0.25087108,0.636203866,0.369905956,0
3/2/2013 23:00,0.105421687,0.004991255,0.25261324,0.618629174,0.363636364,0
3/3/2013 0:00,0.098393574,0.004991255,0.282229965,0.602811951,0.330721003,0
3/3/2013 1:00,0.074297189,0.004991255,0.290940767,0.590509666,0.326018809,0
3/3/2013 2:00,0.09437751,0.004991255,0.243902439,0.565905097,0.343260188,0
3/3/2013 3:00,0.104417671,0.004991255,0.216027875,0.553602812,0.369905956,0
3/3/2013 4:00,0.104417671,0.004991255,0.203832753,0.541300527,0.373040752,0
3/3/2013 5:00,0.101405622,0.004991255,0.200348432,0.537785589,0.377742947,0
3/3/2013 6:00,0.084337349,0.004991255,0.191637631,0.53602812,0.379310345,0
3/3/2013 7:00,0.083333333,0.004991255,0.236933798,0.539543058,0.39184953,0
3/3/2013 8:00,0.081325301,0.004991255,0.322299652,0.527240773,0.357366771,0
3/3/2013 9:00,0.085341365,0.004991255,0.358885017,0.525483304,0.355799373,0
3/3/2013 10:00,0.088353414,0.004991255,0.418118467,0.509666081,0.363636364,0
3/3/2013 11:00,0.090361446,0.010581191,0.486062718,0.486818981,0.369905956,0
3/3/2013 12:00,0.098393574,0.016171128,0.513937282,0.471001757,0.357366771,0
3/3/2013 13:00,0.107429719,0.049710749,0.531358885,0.448154657,0.369905956,0
3/3/2013 14:00,0.08935743,0.097225211,0.548780488,0.44112478,0.355799373,0
3/3/2013 15:00,0.111445783,0.153124579,0.554006969,0.430579965,0.360501567,0
3/3/2013 16:00,0.092369478,0.167099421,0.529616725,0.434094903,0.402821317,0
3/3/2013 17:00,0.074297189,0.139149737,0.494773519,0.444639719,0.413793103,0
3/3/2013 18:00,0.081325301,0.044120812,0.442508711,0.462214411,0.427899687,0
3/3/2013 19:00,0.120481928,0.004991255,0.459930314,0.479789104,0.360501567,0
3/3/2013 20:00,0.147590361,0.004991255,0.503484321,0.483304042,0.349529781,0
3/3/2013 21:00,0.144578313,0.004991255,0.381533101,0.486818981,0.358934169,0
3/3/2013 22:00,0.059236948,0.004991255,0.353658537,0.48857645,0.382445141,0
3/3/2013 23:00,0.024096386,0.004991255,0.459930314,0.504393673,0.369905956,0
3/4/2013 0:00,0.030120482,0.004991255,0.459930314,0.521968366,0.369905956,0
3/4/2013 1:00,0.02811245,0.004991255,0.445993031,0.53602812,0.368338558,0
3/4/2013 2:00,0.020080321,0.122379927,0.428571429,0.544815466,0.371473354,0
3/4/2013 3:00,0.007028112,0.155919547,0.425087108,0.541300527,0.369905956,0
3/4/2013 4:00,0.00502008,0.102815148,0.37630662,0.55711775,0.362068966,0
3/4/2013 5:00,0.006024096,0.122379927,0.325783972,0.567662566,0.371473354,0
3/4/2013 6:00,0.001004016,0.091635275,0.31010453,0.579964851,0.388714734,0
3/4/2013 7:00,0.00502008,0.03014597,0.407665505,0.595782074,0.379310345,0
3/4/2013 8:00,0.006024096,0.021761065,0.449477352,0.609841828,0.379310345,0
